2008	8	448	1	10	3.72	0	26.4	249	195.3	120.430108
2009	8	469	1	10	3.72	1	26.4	213	187.2	126.075269
2010	8	540	1	10	3.72	2	28.2	60.5	268	145.16129
2011	8	464	1	10	3.72	3	26.7	112	203.1	124.731183
2012	8	546	1	10	3.72	4	27.7	17.5	271.4	146.774194
2013	8	521	1	10	3.72	5	27.9	50.5	252.8	140.053763
2014	8	458	1	10	3.72	6	26.2	92	183.3	123.11828
2015	8	454	1	10	3.72	7	26.9	58	177.7	122.043011
2017	8	389	1	10	3.72	8	26.6	174.5	134.3	104.5698925
2010	8	584	1	30	4.2	1	28.2	60.5	268	139.047619
2011	8	503	1	30	4.2	2	26.7	112	203.1	119.7619048
2012	8	595	1	30	4.2	3	27.7	17.5	271.4	141.6666667
2013	8	555	1	30	4.2	4	27.9	50.5	252.8	132.1428571
2010	8	672	5	20	5.12	0	28.2	60.5	268	131.25
2011	8	573	5	20	5.12	1	26.7	112	203.1	111.9140625
2012	8	701	5	20	5.12	2	27.7	17.5	271.4	136.9140625
2013	8	649	5	20	5.12	3	27.9	50.5	252.8	126.7578125
2014	8	576	5	20	5.12	4	26.2	92	183.3	112.5
2015	8	567	5	20	5.12	5	26.9	58	177.7	110.7421875
2016	8	583	5	20	5.12	6	27.3	219	198.7	113.8671875
2017	8	472	5	20	5.12	7	26.6	174.5	134.3	92.1875
2011	8	561	3	30	4.56	0	26.7	112	203.1	123.0263158
2012	8	675	3	30	4.56	1	27.7	17.5	271.4	148.0263158
2013	8	628	3	30	4.56	2	27.9	50.5	252.8	137.7192982
2014	8	542	3	30	4.56	3	26.2	92	183.3	118.8596491
2015	8	546	3	30	4.56	4	26.9	58	177.7	119.7368421
2016	8	558	3	30	4.56	5	27.3	219	198.7	122.3684211
2012	8	534	1	30	3.8	1	27.7	17.5	271.4	140.5263158
2013	8	415	13	30	3.075	1	27.9	50.5	252.8	134.9593496
2014	8	361	13	30	3.075	2	26.2	92	183.3	117.398374
2015	8	357	13	30	3.075	3	26.9	58	177.7	116.097561
2016	8	361	13	30	3.075	4	27.3	219	198.7	117.398374
2017	8	283	13	30	3.075	5	26.6	174.5	134.3	92.03252033
2011	8	403	1	30	3.06	0	26.7	112	203.1	131.6993464
2012	8	474	1	30	3.06	1	27.7	17.5	271.4	154.9019608
2013	8	427	1	30	3.06	2	27.9	50.5	252.8	139.5424837
2014	8	352	1	30	3.06	3	26.2	92	183.3	115.0326797
2015	8	353	1	30	3.06	4	26.9	58	177.7	115.3594771
2016	8	352	1	30	3.06	5	27.3	219	198.7	115.0326797
2017	8	270	1	30	3.06	6	26.6	174.5	134.3	88.23529412
2012	8	520	1	30	3.4	1	27.7	17.5	271.4	152.9411765
2013	8	483	1	30	3.4	2	27.9	50.5	252.8	142.0588235
2014	8	403	1	30	3.4	3	26.2	92	183.3	118.5294118
2015	8	387	1	30	3.4	4	26.9	58	177.7	113.8235294
2013	8	590	15	30	4.23	0	27.9	50.5	252.8	139.4799054
2014	8	507	15	30	4.23	1	26.2	92	183.3	119.858156
2015	8	506	15	30	4.23	2	26.9	58	177.7	119.6217494
2017	8	429	15	30	4.23		26.6	174.5	134.3	101.4184397
2014	8	578	1	30	4.66	1	26.2	92	183.3	124.0343348
2015	8	567	1	30	4.66	2	26.9	58	177.7	121.6738197
2016	8	572	1	30	4.66	3	27.3	219	198.7	122.7467811
2017	8	462	1	30	4.66	4	26.6	174.5	134.3	99.1416309
2013	8	537	1	30	4.68	1	27.9	50.5	252.8	114.7435897
2014	8	562	1	30	4.68	2	26.2	92	183.3	120.0854701
2012	8	551	1	30	3.68	0	27.7	17.5	271.4	149.7282609
2013	8	513	1	30	3.68	1	27.9	50.5	252.8	139.4021739
2014	8	450	1	30	3.68	2	26.2	92	183.3	122.2826087
2015	8	431	1	30	3.68	3	26.9	58	177.7	117.1195652
2016	8	439	1	30	3.68	4	27.3	219	198.7	119.2934783
