2008	4	441	1	10	3.72	0	14.6	208	169	118.548387
2009	4	517	1	10	3.72	1	15.2	148.5	229	138.978495
2010	4	383	1	10	3.72	2	12.5	267.5	142.3	102.956989
2011	4	527	1	10	3.72	3	14.1	74	221.8	141.666667
2012	4	438	1	10	3.72	4	13.9	163.5	161.6	117.741935
2013	4	466	1	10	3.72	5	14.9	246.5	195.1	125.268817
2014	4	476	1	10	3.72	6	14	140.5	205.9	127.956989
2015	4	387	1	10	3.72	7	14.4	88	136.5	104.032258
2017	4	465	1	10	3.72	8	14.6	120	189.4	125
2010	4	422	1	30	4.2	1	12.5	267.5	142.3	100.4761905
2011	4	593	1	30	4.2	2	14.1	74	221.8	141.1904762
2012	4	478	1	30	4.2	3	13.9	163.5	161.6	113.8095238
2013	4	512	1	30	4.2	4	14.9	246.5	195.1	121.9047619
2010	4	471	5	20	5.12	0	12.5	267.5	142.3	91.9921875
2011	4	657	5	20	5.12	1	14.1	74	221.8	128.3203125
2012	4	523	5	20	5.12	2	13.9	163.5	161.6	102.1484375
2013	4	573	5	20	5.12	3	14.9	246.5	195.1	111.9140625
2014	4	595	5	20	5.12	4	14	140.5	205.9	116.2109375
2015	4	473	5	20	5.12	5	14.4	88	136.5	92.3828125
2016	4	470	5	20	5.12	6	15.8	124	135.9	91.796875
2017	4	541	5	20	5.12	7	14.6	120	189.4	105.6640625
2011	4	663	3	30	4.56	0	14.1	74	221.8	145.3947368
2012	4	533	3	30	4.56	1	13.9	163.5	161.6	116.8859649
2013	4	580	3	30	4.56	2	14.9	246.5	195.1	127.1929825
2014	4	587	3	30	4.56	3	14	140.5	205.9	128.7280702
2015	4	458	3	30	4.56	4	14.4	88	136.5	100.4385965
2016	4	455	3	30	4.56	5	15.8	124	135.9	99.78070175
2012	4	431	1	30	3.8	0	13.9	163.5	161.6	113.4210526
2013	4	373	13	30	3.075	1	14.9	246.5	195.1	121.300813
2014	4	378	13	30	3.075	2	14	140.5	205.9	122.9268293
2015	4	303	13	30	3.075	3	14.4	88	136.5	98.53658537
2016	4	294	13	30	3.075	4	15.8	124	135.9	95.6097561
2017	4	360	13	30	3.075	5	14.6	120	189.4	117.0731707
2012	4	385	1	30	3.06	0	13.9	163.5	161.6	125.8169935
2013	4	407	1	30	3.06	1	14.9	246.5	195.1	133.0065359
2014	4	401	1	30	3.06	2	14	140.5	205.9	131.0457516
2015	4	302	1	30	3.06	3	14.4	88	136.5	98.69281046
2016	4	284	1	30	3.06	4	15.8	124	135.9	92.81045752
2017	4	359	1	30	3.06	5	14.6	120	189.4	117.3202614
2012	4	429	1	30	3.4	1	13.9	163.5	161.6	126.1764706
2013	4	448	1	30	3.4	2	14.9	246.5	195.1	131.7647059
2014	4	443	1	30	3.4	3	14	140.5	205.9	130.2941176
2015	4	342	1	30	3.4	4	14.4	88	136.5	100.5882353
2013	4	553	15	30	4.23	0	14.9	246.5	195.1	130.7328605
2014	4	560	15	30	4.23	1	14	140.5	205.9	132.3877069
2015	4	454	15	30	4.23	2	14.4	88	136.5	107.3286052
2017	4	535	15	30	4.23		14.6	120	189.4	126.4775414
2014	4	625	1	30	4.66	0	14	140.5	205.9	134.1201717
2015	4	488	1	30	4.66	1	14.4	88	136.5	104.72103
2016	4	483	1	30	4.66	2	15.8	124	135.9	103.6480687
2017	4	600	1	30	4.66	3	14.6	120	189.4	128.7553648
2013	4	552	1	30	4.68	0	14.9	246.5	195.1	117.9487179
2014	4	474	1	30	4.68	1	14	140.5	205.9	101.2820513
2012	4	433	1	30	3.68	0	13.9	163.5	161.6	117.6630435
2013	4	468	1	30	3.68	1	14.9	246.5	195.1	127.173913
2014	4	487	1	30	3.68	2	14	140.5	205.9	132.3369565
2015	4	378	1	30	3.68	3	14.4	88	136.5	102.7173913
2016	4	376	1	30	3.68	4	15.8	124	135.9	102.173913
